Country_Region,Last_Update,Confirmed,Deaths
US,2022-12-06 04:21:03,9305,105
US,2022-12-06 04:21:03,9470,159
US,2022-12-06 04:21:03,81110,864
US,2022-12-06 04:21:03,19171,196
US,2022-12-06 04:21:03,5548,167
US,2022-12-06 04:21:03,3408,99
US,2022-12-06 04:21:03,17579,227
US,2022-12-06 04:21:03,48317,622
US,2022-12-06 04:21:03,72953,761
US,2022-12-06 04:21:03,4353,68
US,2022-12-06 04:21:03,195572,1731
US,2022-12-06 04:21:03,639,15
US,2022-12-06 04:21:03,2337,42
US,2022-12-06 04:21:03,23509,460
US,2022-12-06 04:21:03,4298,65
US,2022-12-06 04:21:03,29573,353
US,2022-12-06 04:21:03,55521,510
US,2022-12-06 04:21:03,1632,19
US,2022-12-06 04:21:03,2893,37
US,2022-12-06 04:21:03,286882,4380
US,2022-12-06 04:21:03,4719,104
US,2022-12-06 04:21:03,18358,159
US,2022-12-06 04:21:03,8051,108
US,2022-12-06 04:21:03,9920,120
US,2022-12-06 04:21:03,6781,77
US,2022-12-06 04:21:03,41472,180
US,2022-12-06 04:21:03,22812,249
US,2022-12-06 04:21:03,3475,68
US,2022-12-06 04:21:03,46404,515
US,2022-12-06 04:21:03,17367,233
US,2022-12-06 04:21:03,1934,51
US,2022-12-06 04:21:03,47017,696
US,2022-12-06 04:21:03,13275,174
US,2022-12-06 04:21:03,367984,4291
US,2022-12-06 04:21:03,7446,101
US,2022-12-06 04:21:03,4908,115
US,2022-12-06 04:21:03,1291,43
US,2022-12-06 04:21:03,5816,97
US,2022-12-06 04:21:03,1652,59
US,2022-12-06 04:21:03,6598,115
US,2022-12-06 04:21:03,85517,868
US,2022-12-06 04:21:03,8876,52
US,2022-12-06 04:21:03,2327,65
US,2022-12-06 04:21:03,5434,126
US,2022-12-06 04:21:03,59124,1042
US,2022-12-06 04:21:03,10158,218
US,2022-12-06 04:21:03,2119,18
US,2022-12-06 04:21:03,21317,251
US,2022-12-06 04:21:03,48652,902
US,2022-12-06 04:21:03,15638,229
US,2022-12-06 04:21:03,15288,301
US,2022-12-06 04:21:03,30,0
US,2022-12-06 04:21:03,20139,312
US,2022-12-06 04:21:03,104444,609
US,2022-12-06 04:21:03,509056,8698
US,2022-12-06 04:21:03,8438,122
US,2022-12-06 04:21:03,3570,65
US,2022-12-06 04:21:03,115189,850
US,2022-12-06 04:21:03,10176,99
US,2022-12-06 04:21:03,13749,134
US,2022-12-06 04:21:03,16442,193
US,2022-12-06 04:21:03,1687,10
US,2022-12-06 04:21:03,20626,114
US,2022-12-06 04:21:03,7727,88
US,2022-12-06 04:21:03,10963,112
US,2022-12-06 04:21:03,31057,129
US,2022-12-06 04:21:03,8277,92
US,2022-12-06 04:21:03,3605,53
US,2022-12-06 04:21:03,16805,127
US,2022-12-06 04:21:03,22853,134
US,2022-12-06 04:21:03,2403,32
US,2022-12-06 04:21:03,799,5
US,2022-12-06 04:21:03,3657,41
US,2022-12-06 04:21:03,18650,179
US,2022-12-06 04:21:03,132135,857
US,2022-12-06 04:21:03,6547,23
US,2022-12-06 04:21:03,12765,128
US,2022-12-06 04:21:03,4365,59
US,2022-12-06 04:21:03,5660,31
US,2022-12-06 04:21:03,10266,89
US,2022-12-06 04:21:03,15259,152
US,2022-12-06 04:21:03,1754,13
US,2022-12-06 04:21:03,371431,2802
US,2022-12-06 04:21:03,5301,24
US,2022-12-06 04:21:03,5844,67
US,2022-12-06 04:21:03,11361,125
US,2022-12-06 04:21:03,13116,168
US,2022-12-06 04:21:03,2556,19
US,2022-12-06 04:21:03,4163,60
US,2022-12-06 04:21:03,15200,147
US,2022-12-06 04:21:03,1199,30
US,2022-12-06 04:21:03,3542,42
US,2022-12-06 04:21:03,2095,30
US,2022-12-06 04:21:03,2570,32
US,2022-12-06 04:21:03,895,6
US,2022-12-06 04:21:03,7299,52
US,2022-12-06 04:21:03,1440,7
US,2022-12-06 04:21:03,7956,80
US,2022-12-06 04:21:03,2086,18
US,2022-12-06 04:21:03,2426,24
US,2022-12-06 04:21:03,6457,71
US,2022-12-06 04:21:03,12555,119
US,2022-12-06 04:21:03,6908,81
US,2022-12-06 04:21:03,8113,122
US,2022-12-06 04:21:03,10718,116
US,2022-12-06 04:21:03,13381,79
US,2022-12-06 04:21:03,2286,21
US,2022-12-06 04:21:03,9559,73
US,2022-12-06 04:21:03,7718,63
US,2022-12-06 04:21:03,1745,15
US,2022-12-06 04:21:03,51304,211
US,2022-12-06 04:21:03,15672,178
US,2022-12-06 04:21:03,4184,43
US,2022-12-06 04:21:03,8237,75
US,2022-12-06 04:21:03,2271,34
US,2022-12-06 04:21:03,10302,124
US,2022-12-06 04:21:03,3743,21
US,2022-12-06 04:21:03,152953,1463
US,2022-12-06 04:21:03,1039,14
US,2022-12-06 04:21:03,4568,55
US,2022-12-06 04:21:03,4362,59
US,2022-12-06 04:21:03,20194,197
US,2022-12-06 04:21:03,2701,35
US,2022-12-06 04:21:03,4950,47
US,2022-12-06 04:21:03,46622,284
US,2022-12-06 04:21:03,31081,191
US,2022-12-06 04:21:03,4121,29
US,2022-12-06 04:21:03,58280,590
US,2022-12-06 04:21:03,59430,407
US,2022-12-06 04:21:03,11657,72
US,2022-12-06 04:21:03,3192,16
US,2022-12-06 04:21:03,2634,33
US,2022-12-06 04:21:03,8119,72
US,2022-12-06 04:21:03,976,11
US,2022-12-06 04:21:03,814,378
US,2022-12-06 04:21:03,6502,19
US,2022-12-06 04:21:03,5012,64
US,2022-12-06 04:21:03,6196,43
US,2022-12-06 04:21:03,80020,540
US,2022-12-06 04:21:03,3325,26
US,2022-12-06 04:21:03,1869,23
US,2022-12-06 04:21:03,15361,80
US,2022-12-06 04:21:03,41607,327
US,2022-12-06 04:21:03,2986,31
US,2022-12-06 04:21:03,8388,150
US,2022-12-06 04:21:03,12157,164
US,2022-12-06 04:21:03,3741,70
US,2022-12-06 04:21:03,6440,120
US,2022-12-06 04:21:03,2672,51
US,2022-12-06 04:21:03,10820,188
US,2022-12-06 04:21:03,5389,77
US,2022-12-06 04:21:03,2949,58
US,2022-12-06 04:21:03,6655,101
US,2022-12-06 04:21:03,2708,36
US,2022-12-06 04:21:03,2481,49
US,2022-12-06 04:21:03,4714,112
US,2022-12-06 04:21:03,5855,102
US,2022-12-06 04:21:03,7684,135
US,2022-12-06 04:21:03,8723,125
US,2022-12-06 04:21:03,8188,118
US,2022-12-06 04:21:03,58483,571
US,2022-12-06 04:21:03,26100,320
US,2022-12-06 04:21:03,2256,39
US,2022-12-06 04:21:03,8384,90
US,2022-12-06 04:21:03,3725,60
US,2022-12-06 04:21:03,6190,136
US,2022-12-06 04:21:03,14448,161
US,2022-12-06 04:21:03,63158,702
US,2022-12-06 04:21:03,64276,834
US,2022-12-06 04:21:03,5036,105
US,2022-12-06 04:21:03,2259,47
US,2022-12-06 04:21:03,292,9
US,2022-12-06 04:21:03,8902,147
US,2022-12-06 04:21:03,43953,489
US,2022-12-06 04:21:03,5842,79
US,2022-12-06 04:21:03,1747,38
US,2022-12-06 04:21:03,3432,56
US,2022-12-06 04:21:03,25056,310
US,2022-12-06 04:21:03,2489,51
US,2022-12-06 04:21:03,17990,186
US,2022-12-06 04:21:03,20804,168
US,2022-12-06 04:21:03,21123,381
US,2022-12-06 04:21:03,4250,57
US,2022-12-06 04:21:03,7378,125
US,2022-12-06 04:21:03,32126,317
US,2022-12-06 04:21:03,8380,181
US,2022-12-06 04:21:03,9980,163
US,2022-12-06 04:21:03,20305,249
US,2022-12-06 04:21:03,29829,347
US,2022-12-06 04:21:03,8242,142
US,2022-12-06 04:21:03,11405,183
US,2022-12-06 04:21:03,12928,229
US,2022-12-06 04:21:03,3481,83
US,2022-12-06 04:21:03,12170,246
US,2022-12-06 04:21:03,6819,102
US,2022-12-06 04:21:03,3334,50
US,2022-12-06 04:21:03,13072,171
US,2022-12-06 04:21:03,11987,178
US,2022-12-06 04:21:03,17254,286
US,2022-12-06 04:21:03,3567,65
US,2022-12-06 04:21:03,12015,192
US,2022-12-06 04:21:03,12142,154
US,2022-12-06 04:21:03,9714,110
US,2022-12-06 04:21:03,1766,33
US,2022-12-06 04:21:03,44464,519
US,2022-12-06 04:21:03,7572,122
US,2022-12-06 04:21:03,1098,27
US,2022-12-06 04:21:03,8214,158
US,2022-12-06 04:21:03,4779,72
US,2022-12-06 04:21:03,6417,80
US,2022-12-06 04:21:03,6514,130
US,2022-12-06 04:21:03,3702,64
US,2022-12-06 04:21:03,8454,155
US,2022-12-06 04:21:03,8530,115
US,2022-12-06 04:21:03,7341,122
US,2022-12-06 04:21:03,2902,48
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,11005,130
US,2022-12-06 04:21:03,4364,83
US,2022-12-06 04:21:03,12188,216
US,2022-12-06 04:21:03,11920,209
US,2022-12-06 04:21:03,6704,89
US,2022-12-06 04:21:03,3840,73
US,2022-12-06 04:21:03,1906,46
US,2022-12-06 04:21:03,6238,104
US,2022-12-06 04:21:03,4697,62
US,2022-12-06 04:21:03,9521,114
US,2022-12-06 04:21:03,6426,70
US,2022-12-06 04:21:03,5439,63
US,2022-12-06 04:21:03,1728,24
US,2022-12-06 04:21:03,6596,120
US,2022-12-06 04:21:03,7647,150
US,2022-12-06 04:21:03,3225,55
US,2022-12-06 04:21:03,4239,101
US,2022-12-06 04:21:03,5178,113
US,2022-12-06 04:21:03,3112,46
US,2022-12-06 04:21:03,51090,284
US,2022-12-06 04:21:03,28672,338
US,2022-12-06 04:21:03,11849,178
US,2022-12-06 04:21:03,1993,41
US,2022-12-06 04:21:03,13854,142
US,2022-12-06 04:21:03,10562,194
US,2022-12-06 04:21:03,22407,262
US,2022-12-06 04:21:03,2533,46
US,2022-12-06 04:21:03,1670,24
US,2022-12-06 04:21:03,28993,337
US,2022-12-06 04:21:03,3564,60
US,2022-12-06 04:21:03,1949,41
US,2022-12-06 04:21:03,24080,277
US,2022-12-06 04:21:03,1829,44
US,2022-12-06 04:21:03,32101,400
US,2022-12-06 04:21:03,5541,125
US,2022-12-06 04:21:03,22857,297
US,2022-12-06 04:21:03,4602,80
US,2022-12-06 04:21:03,6276,115
US,2022-12-06 04:21:03,1722,46
US,2022-12-06 04:21:03,4532,79
US,2022-12-06 04:21:03,1967,31
US,2022-12-06 04:21:03,2487,48
US,2022-12-06 04:21:03,3814,89
US,2022-12-06 04:21:03,2981,85
US,2022-12-06 04:21:03,9305,134
US,2022-12-06 04:21:03,30051,398
US,2022-12-06 04:21:03,3891,109
US,2022-12-06 04:21:03,2564,37
US,2022-12-06 04:21:03,81857,1118
US,2022-12-06 04:21:03,2977,72
US,2022-12-06 04:21:03,2314,33
US,2022-12-06 04:21:03,6782,91
US,2022-12-06 04:21:03,2301,59
US,2022-12-06 04:21:03,1271,32
US,2022-12-06 04:21:03,2839,34
US,2022-12-06 04:21:03,10612,230
US,2022-12-06 04:21:03,2544,48
US,2022-12-06 04:21:03,115722,1327
US,2022-12-06 04:21:03,39073,564
US,2022-12-06 04:21:03,64831,710
US,2022-12-06 04:21:03,14060,150
US,2022-12-06 04:21:03,134461,1313
US,2022-12-06 04:21:03,1145,15
US,2022-12-06 04:21:03,9333,188
US,2022-12-06 04:21:03,8858,142
US,2022-12-06 04:21:03,8905,181
US,2022-12-06 04:21:03,3190,43
US,2022-12-06 04:21:03,17707,150
US,2022-12-06 04:21:03,2983,70
US,2022-12-06 04:21:03,4284,106
US,2022-12-06 04:21:03,4142,65
US,2022-12-06 04:21:03,4120,59
US,2022-12-06 04:21:03,1881,41
US,2022-12-06 04:21:03,9375,130
US,2022-12-06 04:21:03,6028,77
US,2022-12-06 04:21:03,853,15
US,2022-12-06 04:21:03,6776,126
US,2022-12-06 04:21:03,4259,63
US,2022-12-06 04:21:03,4199,60
US,2022-12-06 04:21:03,2449,50
US,2022-12-06 04:21:03,2943,63
US,2022-12-06 04:21:03,4730,121
US,2022-12-06 04:21:03,5812,89
US,2022-12-06 04:21:03,13317,217
US,2022-12-06 04:21:03,7165,50
US,2022-12-06 04:21:03,2349,39
US,2022-12-06 04:21:03,3618,51
US,2022-12-06 04:21:03,1971,64
US,2022-12-06 04:21:03,3543,87
US,2022-12-06 04:21:03,6071,51
US,2022-12-06 04:21:03,14349,179
US,2022-12-06 04:21:03,12359,253
US,2022-12-06 04:21:03,4955,65
US,2022-12-06 04:21:03,12267,106
US,2022-12-06 04:21:03,9521,118
US,2022-12-06 04:21:03,10450,125
US,2022-12-06 04:21:03,1149,26
US,2022-12-06 04:21:03,2818,30
US,2022-12-06 04:21:03,6956,110
US,2022-12-06 04:21:03,5974,99
US,2022-12-06 04:21:03,1341,27
US,2022-12-06 04:21:03,3097,67
US,2022-12-06 04:21:03,7054,116
US,2022-12-06 04:21:03,856,26
US,2022-12-06 04:21:03,790,18
US,2022-12-06 04:21:03,13233,168
US,2022-12-06 04:21:03,1856,42
US,2022-12-06 04:21:03,1974,15
US,2022-12-06 04:21:03,114283,1012
US,2022-12-06 04:21:03,2490,43
US,2022-12-06 04:21:03,22521,319
US,2022-12-06 04:21:03,281054,3606
US,2022-12-06 04:21:03,72541,831
US,2022-12-06 04:21:03,4524,40
US,2022-12-06 04:21:03,6915,147
US,2022-12-06 04:21:03,6686,128
US,2022-12-06 04:21:03,1929,25
US,2022-12-06 04:21:03,15580,247
US,2022-12-06 04:21:03,5447,112
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,5882,111
US,2022-12-06 04:21:03,9493,107
US,2022-12-06 04:21:03,6835,151
US,2022-12-06 04:21:03,2819,56
US,2022-12-06 04:21:03,10031,160
US,2022-12-06 04:21:03,536,5
US,2022-12-06 04:21:03,4457,93
US,2022-12-06 04:21:03,2420,32
US,2022-12-06 04:21:03,5584,102
US,2022-12-06 04:21:03,2517,33
US,2022-12-06 04:21:03,1485,22
US,2022-12-06 04:21:03,2397,29
US,2022-12-06 04:21:03,284,5
US,2022-12-06 04:21:03,29034,370
US,2022-12-06 04:21:03,1248,15
US,2022-12-06 04:21:03,3446,52
US,2022-12-06 04:21:03,452,9
US,2022-12-06 04:21:03,2712,59
US,2022-12-06 04:21:03,3133,30
US,2022-12-06 04:21:03,769,11
US,2022-12-06 04:21:03,2856,60
US,2022-12-06 04:21:03,33047,299
US,2022-12-06 04:21:03,40273,133
US,2022-12-06 04:21:03,250,3
US,2022-12-06 04:21:03,4600,77
US,2022-12-06 04:21:03,166,5
US,2022-12-06 04:21:03,655,10
US,2022-12-06 04:21:03,5303,73
US,2022-12-06 04:21:03,3048,25
US,2022-12-06 04:21:03,275,1
US,2022-12-06 04:21:03,8043,106
US,2022-12-06 04:21:03,21231,201
US,2022-12-06 04:21:03,513,4
US,2022-12-06 04:21:03,5506,95
US,2022-12-06 04:21:03,2314,22
US,2022-12-06 04:21:03,435,9
US,2022-12-06 04:21:03,575,12
US,2022-12-06 04:21:03,1334,17
US,2022-12-06 04:21:03,32889,223
US,2022-12-06 04:21:03,1069,31
US,2022-12-06 04:21:03,5020,39
US,2022-12-06 04:21:03,41,1
US,2022-12-06 04:21:03,1129,29
US,2022-12-06 04:21:03,1432,11
US,2022-12-06 04:21:03,408,10
US,2022-12-06 04:21:03,2160,32
US,2022-12-06 04:21:03,289,4
US,2022-12-06 04:21:03,8149,173
US,2022-12-06 04:21:03,2901,37
US,2022-12-06 04:21:03,3756,75
US,2022-12-06 04:21:03,3058,62
US,2022-12-06 04:21:03,2386,53
US,2022-12-06 04:21:03,879,13
US,2022-12-06 04:21:03,9624,138
US,2022-12-06 04:21:03,1696,32
US,2022-12-06 04:21:03,891,13
US,2022-12-06 04:21:03,1498,27
US,2022-12-06 04:21:03,1377,25
US,2022-12-06 04:21:03,145,1
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,2068,39
US,2022-12-06 04:21:03,448,14
US,2022-12-06 04:21:03,242,8
US,2022-12-06 04:21:03,49563,589
US,2022-12-06 04:21:03,7441,90
US,2022-12-06 04:21:03,1242,18
US,2022-12-06 04:21:03,34,1
US,2022-12-06 04:21:03,99,2
US,2022-12-06 04:21:03,76,4
US,2022-12-06 04:21:03,1223,14
US,2022-12-06 04:21:03,2429,26
US,2022-12-06 04:21:03,451,13
US,2022-12-06 04:21:03,621,7
US,2022-12-06 04:21:03,13655,146
US,2022-12-06 04:21:03,1467,23
US,2022-12-06 04:21:03,2212,18
US,2022-12-06 04:21:03,6985,50
US,2022-12-06 04:21:03,1699,28
US,2022-12-06 04:21:03,880,10
US,2022-12-06 04:21:03,619,14
US,2022-12-06 04:21:03,2294,29
US,2022-12-06 04:21:03,1674,32
US,2022-12-06 04:21:03,2890,31
US,2022-12-06 04:21:03,1985,22
US,2022-12-06 04:21:03,2292,38
US,2022-12-06 04:21:03,7678,87
US,2022-12-06 04:21:03,1488,25
US,2022-12-06 04:21:03,5733,87
US,2022-12-06 04:21:03,344,4
US,2022-12-06 04:21:03,1360,18
US,2022-12-06 04:21:03,11408,145
US,2022-12-06 04:21:03,171538,1233
US,2022-12-06 04:21:03,375,6
US,2022-12-06 04:21:03,1267,19
US,2022-12-06 04:21:03,484,14
US,2022-12-06 04:21:03,604,4
US,2022-12-06 04:21:03,1251,17
US,2022-12-06 04:21:03,4304,55
US,2022-12-06 04:21:03,454,5
US,2022-12-06 04:21:03,466,10
US,2022-12-06 04:21:03,420,9
US,2022-12-06 04:21:03,108,6
US,2022-12-06 04:21:03,452,6
US,2022-12-06 04:21:03,18540,176
US,2022-12-06 04:21:03,2647,26
US,2022-12-06 04:21:03,383,7
US,2022-12-06 04:21:03,107,0
US,2022-12-06 04:21:03,598,11
US,2022-12-06 04:21:03,2472,24
US,2022-12-06 04:21:03,124,5
US,2022-12-06 04:21:03,1291,25
US,2022-12-06 04:21:03,1405,13
US,2022-12-06 04:21:03,914,15
US,2022-12-06 04:21:03,1346,13
US,2022-12-06 04:21:03,1753,30
US,2022-12-06 04:21:03,131,0
US,2022-12-06 04:21:03,809,16
US,2022-12-06 04:21:03,1900,19
US,2022-12-06 04:21:03,90921,463
US,2022-12-06 04:21:03,10273,140
US,2022-12-06 04:21:03,160,0
US,2022-12-06 04:21:03,92,0
US,2022-12-06 04:21:03,11045,79
US,2022-12-06 04:21:03,74,1
US,2022-12-06 04:21:03,1948,25
US,2022-12-06 04:21:03,1301,36
US,2022-12-06 04:21:03,853,17
US,2022-12-06 04:21:03,1531,27
US,2022-12-06 04:21:03,1076,19
US,2022-12-06 04:21:03,3752,25
US,2022-12-06 04:21:03,493,8
US,2022-12-06 04:21:03,567,13
US,2022-12-06 04:21:03,2660,26
US,2022-12-06 04:21:03,1454,27
US,2022-12-06 04:21:03,9852,84
US,2022-12-06 04:21:03,1312,26
US,2022-12-06 04:21:03,2566,23
US,2022-12-06 04:21:03,2122,32
US,2022-12-06 04:21:03,190,3
US,2022-12-06 04:21:03,4237,18
US,2022-12-06 04:21:03,56657,319
US,2022-12-06 04:21:03,5464,55
US,2022-12-06 04:21:03,10872,151
US,2022-12-06 04:21:03,3650,50
US,2022-12-06 04:21:03,1089,40
US,2022-12-06 04:21:03,668,9
US,2022-12-06 04:21:03,81,1
US,2022-12-06 04:21:03,721,13
US,2022-12-06 04:21:03,1267,13
US,2022-12-06 04:21:03,112,1
US,2022-12-06 04:21:03,2039,33
US,2022-12-06 04:21:03,1974,10
US,2022-12-06 04:21:03,845,12
US,2022-12-06 04:21:03,5245,53
US,2022-12-06 04:21:03,2079,17
US,2022-12-06 04:21:03,787,14
US,2022-12-06 04:21:03,136,2
US,2022-12-06 04:21:03,4548,32
US,2022-12-06 04:21:03,16908,228
US,2022-12-06 04:21:03,7458,119
US,2022-12-06 04:21:03,652454,9086
US,2022-12-06 04:21:03,8580,96
US,2022-12-06 04:21:03,12774,149
US,2022-12-06 04:21:03,123,5
US,2022-12-06 04:21:03,184,2
US,2022-12-06 04:21:03,2747,65
US,2022-12-06 04:21:03,1320,21
US,2022-12-06 04:21:03,654,10
US,2022-12-06 04:21:03,11869,183
US,2022-12-06 04:21:03,1438,19
US,2022-12-06 04:21:03,8933,299
US,2022-12-06 04:21:03,2315,32
US,2022-12-06 04:21:03,182,14
US,2022-12-06 04:21:03,10182,0
US,2022-12-06 04:21:03,124534,1279
US,2022-12-06 04:21:03,1751,23
US,2022-12-06 04:21:03,16661,200
US,2022-12-06 04:21:03,11803,70
US,2022-12-06 04:21:03,18310,130
US,2022-12-06 04:21:03,8106,129
US,2022-12-06 04:21:03,22387,86
US,2022-12-06 04:21:03,116427,994
US,2022-12-06 04:21:03,38558,277
US,2022-12-06 04:21:03,81002,614
US,2022-12-06 04:21:03,35531,238
US,2022-12-06 04:21:03,11414,80
US,2022-12-06 04:21:03,2050,6
US,2022-12-06 04:21:03,86000,1058
US,2022-12-06 04:21:03,303911,3615
US,2022-12-06 04:21:03,132866,1332
US,2022-12-06 04:21:03,159484,1926
US,2022-12-06 04:21:03,28344,328
US,2022-12-06 04:21:03,49072,651
US,2022-12-06 04:21:03,274895,3701
US,2022-12-06 04:21:03,86669,1023
US,2022-12-06 04:21:03,224273,2809
US,2022-12-06 04:21:03,32485,295
US,2022-12-06 04:21:03,103621,1311
US,2022-12-06 04:21:03,258385,2962
US,2022-12-06 04:21:03,210197,2316
US,2022-12-06 04:21:03,156192,1642
US,2022-12-06 04:21:03,202939,3191
US,2022-12-06 04:21:03,181121,2421
US,2022-12-06 04:21:03,17479,259
US,2022-12-06 04:21:03,91767,1010
US,2022-12-06 04:21:03,43032,511
US,2022-12-06 04:21:03,1678,0
US,2022-12-06 04:21:03,184805,2453
US,2022-12-06 04:21:03,30231,355
US,2022-12-06 04:21:03,191351,2140
US,2022-12-06 04:21:03,513,22
US,2022-12-06 04:21:03,24090,357
US,2022-12-06 04:21:03,8953,207
US,2022-12-06 04:21:03,2737,68
US,2022-12-06 04:21:03,14802,231
US,2022-12-06 04:21:03,719,6
US,2022-12-06 04:21:03,74092,914
US,2022-12-06 04:21:03,18858,322
US,2022-12-06 04:21:03,9459,107
US,2022-12-06 04:21:03,1309,18
US,2022-12-06 04:21:03,101,4
US,2022-12-06 04:21:03,1287,16
US,2022-12-06 04:21:03,21950,406
US,2022-12-06 04:21:03,6354,70
US,2022-12-06 04:21:03,4491,22
US,2022-12-06 04:21:03,7795,147
US,2022-12-06 04:21:03,31965,637
US,2022-12-06 04:21:03,971,20
US,2022-12-06 04:21:03,16407,217
US,2022-12-06 04:21:03,2458,69
US,2022-12-06 04:21:03,12959,158
US,2022-12-06 04:21:03,5949,109
US,2022-12-06 04:21:03,50893,837
US,2022-12-06 04:21:03,7441,75
US,2022-12-06 04:21:03,43630,488
US,2022-12-06 04:21:03,39196,367
US,2022-12-06 04:21:03,2420,85
US,2022-12-06 04:21:03,4598,96
US,2022-12-06 04:21:03,7149,101
US,2022-12-06 04:21:03,3239,59
US,2022-12-06 04:21:03,7109,0
US,2022-12-06 04:21:03,921,20
US,2022-12-06 04:21:03,23409,307
US,2022-12-06 04:21:03,75877,583
US,2022-12-06 04:21:03,10446,163
US,2022-12-06 04:21:03,515022,8248
US,2022-12-06 04:21:03,56585,577
US,2022-12-06 04:21:03,18700,243
US,2022-12-06 04:21:03,19708,171
US,2022-12-06 04:21:03,28480,329
US,2022-12-06 04:21:03,25929,253
US,2022-12-06 04:21:03,11475,136
US,2022-12-06 04:21:03,21654,120
US,2022-12-06 04:21:03,13174,162
US,2022-12-06 04:21:03,12894,131
US,2022-12-06 04:21:03,9730,86
US,2022-12-06 04:21:03,80618,715
US,2022-12-06 04:21:03,260079,2816
US,2022-12-06 04:21:03,7367,71
US,2022-12-06 04:21:03,11710,54
US,2022-12-06 04:21:03,16027,182
US,2022-12-06 04:21:03,16094,205
US,2022-12-06 04:21:03,10481,146
US,2022-12-06 04:21:03,1061,5
US,2022-12-06 04:21:03,16927,210
US,2022-12-06 04:21:03,25801,152
US,2022-12-06 04:21:03,903323,13708
US,2022-12-06 04:21:03,7106,53
US,2022-12-06 04:21:03,13942,129
US,2022-12-06 04:21:03,16302,142
US,2022-12-06 04:21:03,185251,1785
US,2022-12-06 04:21:03,14536,225
US,2022-12-06 04:21:03,521414,4143
US,2022-12-06 04:21:03,559574,5905
US,2022-12-06 04:21:03,57773,623
US,2022-12-06 04:21:03,66662,848
US,2022-12-06 04:21:03,138155,1154
US,2022-12-06 04:21:03,25127,207
US,2022-12-06 04:21:03,141275,1244
US,2022-12-06 04:21:03,10192,125
US,2022-12-06 04:21:03,33361,220
US,2022-12-06 04:21:03,12790,101
US,2022-12-06 04:21:03,0,533
US,2022-12-06 04:21:03,29977,138
US,2022-12-06 04:21:03,845113,12912
US,2022-12-06 04:21:03,40367,301
US,2022-12-06 04:21:03,212865,2559
US,2022-12-06 04:21:03,113217,943
US,2022-12-06 04:21:03,59301,386
US,2022-12-06 04:21:03,42089,348
US,2022-12-06 04:21:03,6348,41
US,2022-12-06 04:21:03,4232,32
US,2022-12-06 04:21:03,7366,94
US,2022-12-06 04:21:03,25582,215
US,2022-12-06 04:21:03,24571,267
US,2022-12-06 04:21:03,538367,4728
US,2022-12-06 04:21:03,23386,144
US,2022-12-06 04:21:03,13606,91
US,2022-12-06 04:21:03,25649,97
US,2022-12-06 04:21:03,41043,396
US,2022-12-06 04:21:03,938,2
US,2022-12-06 04:21:03,18136,146
US,2022-12-06 04:21:03,15161,130
US,2022-12-06 04:21:03,21127,201
US,2022-12-06 04:21:03,318650,2885
US,2022-12-06 04:21:03,9715,90
US,2022-12-06 04:21:03,4301,41
US,2022-12-06 04:21:03,57959,542
US,2022-12-06 04:21:03,12210,154
US,2022-12-06 04:21:03,3514,19
US,2022-12-06 04:21:03,7958,108
US,2022-12-06 04:21:03,7276,91
US,2022-12-06 04:21:03,5350,48
US,2022-12-06 04:21:03,15397,182
US,2022-12-06 04:21:03,5148,76
US,2022-12-06 04:21:03,11195,144
US,2022-12-06 04:21:03,38559,367
US,2022-12-06 04:21:03,67034,662
US,2022-12-06 04:21:03,30292,354
US,2022-12-06 04:21:03,68160,542
US,2022-12-06 04:21:03,28155,341
US,2022-12-06 04:21:03,2098,10
US,2022-12-06 04:21:03,17582,150
US,2022-12-06 04:21:03,6314,55
US,2022-12-06 04:21:03,57524,658
US,2022-12-06 04:21:03,16867,128
US,2022-12-06 04:21:03,8348,136
US,2022-12-06 04:21:03,4857,65
US,2022-12-06 04:21:03,3189,50
US,2022-12-06 04:21:03,34963,436
US,2022-12-06 04:21:03,18361,283
US,2022-12-06 04:21:03,30380,241
US,2022-12-06 04:21:03,108636,724
US,2022-12-06 04:21:03,6018,39
US,2022-12-06 04:21:03,9443,32
US,2022-12-06 04:21:03,52581,480
US,2022-12-06 04:21:03,13864,121
US,2022-12-06 04:21:03,19834,256
US,2022-12-06 04:21:03,96854,378
US,2022-12-06 04:21:03,16664,173
US,2022-12-06 04:21:03,117146,928
US,2022-12-06 04:21:03,25197,92
US,2022-12-06 04:21:03,77564,940
US,2022-12-06 04:21:03,2291,21
US,2022-12-06 04:21:03,2820,31
US,2022-12-06 04:21:03,18261,125
US,2022-12-06 04:21:03,6836,76
US,2022-12-06 04:21:03,150170,1372
US,2022-12-06 04:21:03,17569,202
US,2022-12-06 04:21:03,40478,366
US,2022-12-06 04:21:03,16341,247
US,2022-12-06 04:21:03,31136,357
US,2022-12-06 04:21:03,5957,96
US,2022-12-06 04:21:03,18392,136
US,2022-12-06 04:21:03,1636,14
US,2022-12-06 04:21:03,58345,525
US,2022-12-06 04:21:03,11577,107
US,2022-12-06 04:21:03,71811,487
US,2022-12-06 04:21:03,2736,47
US,2022-12-06 04:21:03,19179,170
US,2022-12-06 04:21:03,18993,243
US,2022-12-06 04:21:03,28805,200
US,2022-12-06 04:21:03,9321,132
